"","age","job","marital","education","default","housing","loan","contact","month","day_of_week","duration","campaign","pdays","previous","poutcome","emp.var.rate","cons.price.idx","cons.conf.idx","euribor3m","nr.employed","y","balance"
"2564",39,"admin.","single","unknown","no","no","no","cellular","nov","fri",73,4,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"2565",39,"admin.","single","unknown","no","no","no","cellular","nov","fri",188,2,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",0
"2566",39,"admin.","single","unknown","no","no","no","cellular","jul","thu",99,10,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"2567",39,"admin.","single","unknown","no","no","no","cellular","nov","fri",504,2,999,1,"failure",-0.1,93.2,-42,4.021,5195.8,"yes",0
"2568",39,"admin.","single","unknown","no","yes","no","telephone","jun","mon",163,2,999,0,"nonexistent",1.4,94.465,-41.8,4.865,5228.1,"no",0
"2569",39,"admin.","single","unknown","no","no","yes","telephone","may","fri",219,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2570",39,"admin.","single","unknown","no","no","no","telephone","may","thu",211,3,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"2571",39,"admin.","single","unknown","no","no","yes","telephone","jun","mon",152,2,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",0
"2572",39,"admin.","single","unknown","no","no","no","telephone","may","tue",411,1,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2573",39,"blue-collar","divorced","unknown","no","no","no","cellular","may","thu",126,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",463
"2574",39,"blue-collar","divorced","unknown","no","no","no","cellular","may","thu",126,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",528
"2575",39,"blue-collar","divorced","unknown","no","no","no","cellular","may","thu",126,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",170
"2576",39,"blue-collar","divorced","unknown","no","no","no","telephone","may","wed",302,10,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",463
"2577",39,"blue-collar","divorced","unknown","no","no","no","telephone","may","wed",302,10,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",528
"2578",39,"blue-collar","divorced","unknown","no","no","no","telephone","may","wed",302,10,999,0,"nonexistent",1.1,93.994,-36.4,4.859,5191,"no",170
"2579",39,"blue-collar","divorced","unknown","no","yes","no","cellular","may","thu",40,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",463
"2580",39,"blue-collar","divorced","unknown","no","yes","no","cellular","may","thu",40,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",528
"2581",39,"blue-collar","divorced","unknown","no","yes","no","cellular","may","thu",40,1,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",170
"2582",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",295
"2583",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2584",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",18
"2585",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",157
"2586",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2587",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",621
"2588",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",1096
"2589",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2590",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",638
"2591",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",2952
"2592",39,"blue-collar","married","unknown","no","no","no","telephone","may","fri",496,4,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",1181
"2593",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",295
"2594",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"2595",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",18
"2596",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",157
"2597",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"2598",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",621
"2599",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",1096
"2600",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",0
"2601",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",638
"2602",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",2952
"2603",39,"blue-collar","married","unknown","no","no","no","cellular","apr","fri",79,1,999,0,"nonexistent",-1.8,93.075,-47.1,1.405,5099.1,"no",1181
"2604",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",295
"2605",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2606",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",18
"2607",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",157
"2608",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2609",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",621
"2610",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",1096
"2611",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2612",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",638
"2613",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",2952
"2614",39,"blue-collar","married","unknown","no","yes","no","cellular","jul","tue",82,5,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",1181
"2615",39,"blue-collar","single","unknown","no","yes","yes","cellular","may","fri",162,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",3583
"2616",39,"blue-collar","single","unknown","no","yes","yes","cellular","may","fri",162,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",2841
"2617",39,"blue-collar","single","unknown","no","yes","yes","cellular","may","fri",162,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",10
"2618",39,"blue-collar","single","unknown","no","yes","yes","cellular","may","fri",162,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.25,5099.1,"no",3912
"2619",39,"entrepreneur","married","unknown","no","yes","yes","cellular","may","thu",85,3,999,0,"nonexistent",-1.8,92.893,-46.2,1.327,5099.1,"no",98
"2620",39,"management","married","unknown","no","no","no","cellular","nov","thu",352,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",1253
"2621",39,"management","married","unknown","no","no","no","cellular","nov","thu",352,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",76
"2622",39,"management","married","unknown","no","no","no","cellular","nov","thu",352,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",4800
"2623",39,"management","married","unknown","no","no","no","cellular","nov","thu",352,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"no",548
"2624",39,"management","married","unknown","no","yes","yes","cellular","nov","thu",758,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",1253
"2625",39,"management","married","unknown","no","yes","yes","cellular","nov","thu",758,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",76
"2626",39,"management","married","unknown","no","yes","yes","cellular","nov","thu",758,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",4800
"2627",39,"management","married","unknown","no","yes","yes","cellular","nov","thu",758,1,999,0,"nonexistent",-0.1,93.2,-42,4.076,5195.8,"yes",548
"2628",39,"services","divorced","unknown","no","yes","no","cellular","nov","fri",163,1,999,0,"nonexistent",-0.1,93.2,-42,4.021,5195.8,"no",434
"2629",39,"student","single","unknown","no","yes","no","cellular","jun","fri",474,3,999,0,"nonexistent",-2.9,92.963,-40.8,1.224,5076.2,"yes",64
"2630",39,"student","single","unknown","no","yes","no","telephone","jun","tue",367,1,999,0,"nonexistent",1.4,94.465,-41.8,4.961,5228.1,"no",64
"2631",39,"student","single","unknown","no","yes","no","telephone","aug","fri",104,2,999,0,"nonexistent",-2.9,92.201,-31.4,0.849,5076.2,"no",64
"2632",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",256,1,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no",931
"2633",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",256,1,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no",195
"2634",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",256,1,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no",839
"2635",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",256,1,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"2636",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",256,1,12,1,"success",-1.8,92.893,-46.2,1.25,5099.1,"no",880
"2637",39,"technician","married","unknown","no","yes","no","cellular","jul","wed",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",931
"2638",39,"technician","married","unknown","no","yes","no","cellular","jul","wed",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",195
"2639",39,"technician","married","unknown","no","yes","no","cellular","jul","wed",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",839
"2640",39,"technician","married","unknown","no","yes","no","cellular","jul","wed",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",0
"2641",39,"technician","married","unknown","no","yes","no","cellular","jul","wed",94,1,999,0,"nonexistent",1.4,93.918,-42.7,4.957,5228.1,"no",880
"2642",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",171,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",931
"2643",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",171,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",195
"2644",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",171,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",839
"2645",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",171,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",0
"2646",39,"technician","married","unknown","no","yes","yes","cellular","may","fri",171,1,999,1,"failure",-1.8,92.893,-46.2,1.25,5099.1,"no",880
"2647",39,"technician","married","unknown","no","yes","no","cellular","jul","thu",108,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",931
"2648",39,"technician","married","unknown","no","yes","no","cellular","jul","thu",108,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",195
"2649",39,"technician","married","unknown","no","yes","no","cellular","jul","thu",108,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",839
"2650",39,"technician","married","unknown","no","yes","no","cellular","jul","thu",108,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",0
"2651",39,"technician","married","unknown","no","yes","no","cellular","jul","thu",108,4,999,0,"nonexistent",1.4,93.918,-42.7,4.968,5228.1,"no",880
"2652",39,"technician","married","unknown","no","no","no","telephone","jun","fri",237,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",931
"2653",39,"technician","married","unknown","no","no","no","telephone","jun","fri",237,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",195
"2654",39,"technician","married","unknown","no","no","no","telephone","jun","fri",237,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",839
"2655",39,"technician","married","unknown","no","no","no","telephone","jun","fri",237,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",0
"2656",39,"technician","married","unknown","no","no","no","telephone","jun","fri",237,3,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",880
"2657",40,"admin.","married","unknown","no","no","no","telephone","may","thu",387,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",9110
"2658",40,"admin.","married","unknown","no","no","no","telephone","may","thu",387,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",9110
"2659",40,"admin.","married","unknown","no","no","no","telephone","may","thu",387,4,999,0,"nonexistent",1.1,93.994,-36.4,4.86,5191,"no",3557
"2660",40,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",0
"2661",40,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",2357
"2662",40,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",528
"2663",40,"blue-collar","divorced","unknown","no","yes","no","telephone","may","wed",110,2,999,0,"nonexistent",1.1,93.994,-36.4,4.856,5191,"no",1171
"2664",40,"blue-collar","divorced","unknown","no","yes","no","cellular","jul","tue",160,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2665",40,"blue-collar","divorced","unknown","no","yes","no","cellular","jul","tue",160,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",2357
"2666",40,"blue-collar","divorced","unknown","no","yes","no","cellular","jul","tue",160,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",528
"2667",40,"blue-collar","divorced","unknown","no","yes","no","cellular","jul","tue",160,6,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",1171
"2668",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",222
"2669",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",87
"2670",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",638
"2671",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",247
"2672",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",928
"2673",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",486
"2674",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",-4
"2675",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",874
"2676",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2677",40,"blue-collar","married","unknown","no","no","no","telephone","may","mon",114,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",1181
"2678",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",222
"2679",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",87
"2680",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",638
"2681",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",247
"2682",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",928
"2683",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",486
"2684",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",-4
"2685",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",874
"2686",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",0
"2687",40,"blue-collar","married","unknown","no","yes","no","cellular","may","wed",88,1,999,1,"failure",-1.8,92.893,-46.2,1.334,5099.1,"no",1181
"2688",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",222
"2689",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",87
"2690",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",638
"2691",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",247
"2692",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",928
"2693",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",486
"2694",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",-4
"2695",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",874
"2696",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2697",40,"blue-collar","married","unknown","no","no","no","telephone","may","tue",337,2,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",1181
"2698",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",222
"2699",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",87
"2700",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",638
"2701",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",247
"2702",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",928
"2703",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",486
"2704",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",-4
"2705",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",874
"2706",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",0
"2707",40,"blue-collar","married","unknown","no","no","no","telephone","jun","thu",100,4,999,0,"nonexistent",1.4,94.465,-41.8,4.958,5228.1,"no",1181
"2708",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",222
"2709",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",87
"2710",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",638
"2711",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",247
"2712",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",928
"2713",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",486
"2714",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",-4
"2715",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",874
"2716",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",0
"2717",40,"blue-collar","married","unknown","no","no","no","cellular","jul","tue",117,3,999,0,"nonexistent",1.4,93.918,-42.7,4.961,5228.1,"no",1181
"2718",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",222
"2719",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",87
"2720",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",638
"2721",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",247
"2722",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",928
"2723",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",486
"2724",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",-4
"2725",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",874
"2726",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",0
"2727",40,"blue-collar","married","unknown","no","no","no","telephone","may","fri",338,4,999,0,"nonexistent",1.1,93.994,-36.4,4.855,5191,"no",1181
"2728",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",222
"2729",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",87
"2730",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",638
"2731",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",247
"2732",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",928
"2733",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",486
"2734",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",-4
"2735",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",874
"2736",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",0
"2737",40,"blue-collar","married","unknown","no","yes","yes","telephone","may","mon",155,1,999,0,"nonexistent",1.1,93.994,-36.4,4.857,5191,"no",1181
"2738",40,"blue-collar","single","unknown","no","no","yes","telephone","jun","fri",274,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",1074
"2739",40,"blue-collar","single","unknown","no","no","yes","telephone","jun","fri",274,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",-154
"2740",40,"blue-collar","single","unknown","no","no","yes","telephone","jun","fri",274,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",29
"2741",40,"blue-collar","single","unknown","no","no","yes","telephone","jun","fri",274,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",4370
"2742",40,"blue-collar","single","unknown","no","no","yes","telephone","jun","fri",274,2,999,0,"nonexistent",1.4,94.465,-41.8,4.967,5228.1,"no",24
"2743",40,"entrepreneur","divorced","unknown","no","no","yes","cellular","jul","thu",273,2,999,0,"nonexistent",1.4,93.918,-42.7,4.962,5228.1,"no",2418
"2744",40,"management","married","unknown","no","no","yes","telephone","jun","fri",17,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",6
"2745",40,"management","married","unknown","no","no","yes","telephone","jun","fri",17,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",419
"2746",40,"management","married","unknown","no","no","yes","telephone","jun","fri",17,2,999,0,"nonexistent",1.4,94.465,-41.8,4.959,5228.1,"no",3165
